point_id	scenario	seed	cum_E_adult	cum_E_child	cum_I_adult	cum_I_child	cum_R_adult	cum_R_child	cum_S_adult	cum_S_child	final_E_adult	final_E_child	final_I_adult	final_I_child	final_R_adult	final_R_child	final_S_adult	final_S_child	peak_E_adult	peak_E_child	peak_I_adult	peak_I_child	peak_R_adult	peak_R_child	peak_S_adult	peak_S_child	tpeak_E_adult	tpeak_E_child	tpeak_I_adult	tpeak_I_child	tpeak_R_adult	tpeak_R_child	tpeak_S_adult	tpeak_S_child
0	baseline	1	31308	31594	35087	34591	379329	385355	59276	53460	0	0	0	0	5000	5000	0	0	2649	2767	1791	1800	5000	5000	5000	4990	14	13	19	18	80	93	0	0
0	baseline	2	31064	31462	35281	34505	383838	389865	54817	49168	0	0	0	0	5000	5000	0	0	2657	2739	1810	1845	5000	5000	5000	4990	13	12	18	16	92	94	0	0
0	baseline	3	32196	30950	35222	34453	384200	391607	53382	47990	0	0	0	0	5000	5000	0	0	2758	2735	1800	1803	5000	5000	5000	4990	13	12	17	17	77	88	0	0
1	baseline	1	19617	19539	24120	24352	390269	396750	70994	64359	0	0	0	0	5000	5000	0	0	1912	2024	1652	1716	5000	5000	5000	4990	16	15	19	18	71	64	0	0
1	baseline	2	19736	19793	24346	24273	397118	403247	63800	57687	0	0	0	0	4999	5000	1	0	1917	2039	1593	1764	4999	5000	5000	4990	15	13	18	17	61	58	0	0
1	baseline	3	20423	20093	24335	24196	395720	402156	64522	58555	0	0	0	0	5000	5000	0	0	1976	2012	1630	1661	5000	5000	5000	4990	15	14	18	17	62	65	0	0
2	baseline	1	12369	12795	45124	44646	416498	419495	31009	28064	0	0	1	0	4999	5000	0	0	2453	2392	2947	2898	4999	5000	5000	4990	7	7	10	10	76	70	0	0
2	baseline	2	12806	12642	44065	45131	418344	420018	29785	27209	0	0	0	0	5000	5000	0	0	2406	2449	2858	2938	5000	5000	5000	4990	7	6	11	10	92	94	0	0
2	baseline	3	12722	12464	44359	44015	419760	422918	28159	25603	0	0	1	0	4999	5000	0	0	2362	2504	2902	2953	4999	5000	5000	4990	7	6	10	9	73	90	0	0
3	baseline	1	7937	7718	30719	30823	410788	415905	55556	50554	0	0	0	0	5000	5000	0	0	1212	1292	2450	2590	5000	5000	5000	4990	12	11	15	14	71	59	0	0
3	baseline	2	7903	7991	30629	30888	415056	419801	51412	46320	0	0	0	0	4999	5000	1	0	1242	1284	2519	2566	4999	5000	5000	4990	11	10	14	13	69	60	0	0
3	baseline	3	8003	7941	30911	30662	415913	420463	50173	45934	0	0	0	0	4999	5000	1	0	1283	1308	2531	2571	4999	5000	5000	4990	11	10	14	13	62	63	0	0
4	baseline	1	45078	46731	21148	21726	374816	379799	63958	56744	1	0	0	0	4999	5000	0	0	2903	2958	1076	1075	4999	5000	5000	4990	16	15	20	18	94	88	0	0
4	baseline	2	45864	45433	21375	21138	377384	384816	60377	53613	0	1	0	1	5000	4998	0	0	2920	3015	1065	1090	5000	4998	5000	4990	15	14	19	18	98	81	0	0
4	baseline	3	46478	45691	21664	21343	377648	384961	59210	53005	0	0	0	1	5000	4999	0	0	2964	3031	1071	1118	5000	4999	5000	4990	15	14	19	18	98	87	0	0
5	baseline	1	28506	28887	39120	39636	372943	378316	64431	58161	0	0	0	0	5000	5000	0	0	2492	2504	1966	1951	5000	5000	5000	4990	15	14	20	19	84	93	0	0
5	baseline	2	29016	28908	39452	39795	378487	383608	58045	52689	0	0	0	0	5000	5000	0	0	2439	2565	1923	2022	5000	5000	5000	4990	14	13	18	19	92	94	0	0
5	baseline	3	29638	29157	39911	38854	375504	383429	59947	53560	0	0	0	1	5000	4999	0	0	2504	2543	1919	1915	5000	4999	5000	4990	15	13	20	18	98	92	0	0
6	baseline	1	17807	18160	27648	27109	427704	431123	31841	28608	0	0	0	0	5000	5000	0	0	2716	2828	2137	2106	5000	5000	5000	4990	7	7	11	10	57	52	0	0
6	baseline	2	18499	18067	26982	27131	428624	431878	30895	27924	0	0	0	0	5000	5000	0	0	2758	2852	2083	2109	5000	5000	5000	4990	7	7	10	11	63	54	0	0
6	baseline	3	18467	18305	27358	26944	429192	432652	29983	27099	0	0	0	0	5000	5000	0	0	2763	2820	2074	2074	5000	5000	5000	4990	7	7	11	10	56	57	0	0
7	baseline	1	11427	11283	18516	19132	394742	404720	80315	69865	0	0	0	0	4961	4994	39	6	1169	1236	1467	1609	4961	4994	5000	4990	17	15	20	18	62	54	0	0
7	baseline	2	11134	11132	18923	19248	405519	414364	69424	60256	0	0	0	0	4972	4994	28	6	1213	1273	1526	1660	4972	4994	5000	4990	15	13	18	16	48	58	0	0
7	baseline	3	11671	11431	19045	18696	403436	412254	70848	62619	0	0	0	0	4974	4996	26	4	1259	1309	1511	1591	4974	4996	5000	4990	15	14	18	16	54	53	0	0
8	baseline	1	7098	7184	48802	47668	418102	421743	30998	28405	0	0	1	0	4999	5000	0	0	1777	1818	3414	3401	4999	5000	5000	4990	7	6	9	9	80	72	0	0
8	baseline	2	7214	7219	47857	48205	420895	422924	29034	26652	0	0	0	0	5000	5000	0	0	1722	1889	3327	3422	5000	5000	5000	4990	6	6	9	9	91	94	0	0
8	baseline	3	7206	7202	48392	49076	421537	423397	27865	25325	0	0	0	1	5000	4999	0	0	1798	1840	3406	3452	5000	4999	5000	4990	6	6	9	8	77	90	0	0
9	baseline	1	40756	41437	33495	33934	350076	358737	80673	70892	0	0	1	0	4999	5000	0	0	2573	2605	1471	1473	4999	5000	5000	4990	19	17	25	23	95	100	0	0
9	baseline	2	41209	41734	33765	33110	353309	360516	76717	69640	0	0	1	1	4999	4999	0	0	2523	2660	1447	1476	4999	4999	5000	4990	19	17	24	22	96	83	0	0
9	baseline	3	41798	41776	34041	32906	354029	363068	75132	67250	0	1	0	1	5000	4998	0	0	2578	2640	1499	1451	5000	4998	5000	4990	19	17	23	23	100	96	0	0
10	baseline	1	25852	26231	23038	23231	416630	421246	39480	34292	0	0	0	0	5000	5000	0	0	2899	2920	1617	1652	5000	5000	5000	4990	9	9	13	12	71	63	0	0
10	baseline	2	26069	26094	23174	23270	418703	422838	37054	32798	0	0	0	0	5000	5000	0	0	2869	2943	1594	1638	5000	5000	5000	4990	9	8	12	11	63	57	0	0
10	baseline	3	26148	26156	23217	23485	418371	421362	37264	33997	0	0	0	0	5000	5000	0	0	2860	2949	1606	1653	5000	5000	5000	4990	9	9	12	12	60	59	0	0
11	baseline	1	16422	16551	42205	42831	382964	388619	63409	56999	0	0	0	0	5000	5000	0	0	1871	1895	2421	2422	5000	5000	5000	4990	14	13	19	17	80	93	0	0
11	baseline	2	16550	16650	42609	42788	386877	391565	58964	53997	0	0	0	1	5000	4999	0	0	1849	1948	2395	2489	5000	4999	5000	4990	14	13	18	17	94	96	0	0
11	baseline	3	16817	16816	43190	42895	387068	392359	57925	52930	0	0	1	0	4999	5000	0	0	1865	1964	2451	2448	4999	5000	5000	4990	14	13	18	16	79	90	0	0
12	baseline	1	10231	10602	29967	29187	433724	436896	31078	28315	0	0	0	0	5000	5000	0	0	2187	2136	2649	2608	5000	5000	5000	4990	7	6	9	9	57	52	0	0
12	baseline	2	10663	10290	28894	29741	435448	437235	29995	27734	0	0	0	0	5000	5000	0	0	2139	2199	2548	2719	5000	5000	5000	4990	7	6	9	9	54	63	0	0
12	baseline	3	10597	10275	29748	29202	436018	439466	28637	26057	0	0	0	0	5000	5000	0	0	2146	2264	2657	2644	5000	5000	5000	4990	7	6	9	9	56	57	0	0
13	baseline	1	6594	6533	20565	20600	440566	444488	37275	33379	0	0	0	0	4999	5000	1	0	1424	1477	2379	2418	4999	5000	5000	4990	8	7	10	9	44	48	0	0
13	baseline	2	6627	6526	20464	20789	444354	447096	33555	30589	0	0	0	0	4999	5000	1	0	1454	1525	2391	2528	4999	5000	5000	4990	7	7	9	9	47	39	0	0
13	baseline	3	6614	6494	20746	20182	442665	446708	34975	31616	0	0	0	0	5000	5000	0	0	1418	1553	2420	2440	5000	5000	5000	4990	8	7	10	9	43	44	0	0
14	baseline	1	37114	35979	38041	37257	389302	396432	40543	35332	0	0	0	0	5000	5000	0	0	3385	3326	1809	1804	5000	5000	5000	4990	10	9	16	14	84	93	0	0
14	baseline	2	37812	38048	37902	37892	391269	395465	38017	33595	0	0	0	0	5000	5000	0	0	3255	3335	1786	1800	5000	5000	5000	4990	10	9	16	14	92	94	0	0
14	baseline	3	38045	37829	37896	38000	393819	398155	35240	31016	0	1	0	0	5000	4999	0	0	3328	3385	1797	1778	5000	4999	5000	4990	9	8	14	15	99	94	0	0
15	baseline	1	23474	23378	26260	26415	359524	370479	95742	84728	0	0	0	0	4994	5000	6	0	1720	1755	1486	1476	4994	5000	5000	4990	22	19	26	24	78	72	0	0
15	baseline	2	23650	23636	26369	26316	365563	374859	89418	80189	0	0	0	0	4995	4999	5	1	1706	1821	1423	1522	4995	4999	5000	4990	21	19	24	22	74	77	0	0
15	baseline	3	24101	23619	26376	26517	368122	378486	86401	76378	0	0	0	0	4990	5000	10	0	1772	1807	1453	1503	4990	5000	5000	4990	20	18	24	22	75	66	0	0
16	baseline	1	14765	14951	18176	18212	427137	431637	44922	40200	0	0	0	0	5000	5000	0	0	2065	2098	1713	1738	5000	5000	5000	4990	10	9	13	12	51	43	0	0
16	baseline	2	15294	15318	18187	18076	429523	434197	41996	37409	0	0	0	0	4999	5000	1	0	2096	2190	1685	1758	4999	5000	5000	4990	10	9	12	11	49	49	0	0
16	baseline	3	15371	15379	18191	18285	429029	433301	42409	38035	0	0	0	0	5000	5000	0	0	2139	2191	1673	1655	5000	5000	5000	4990	10	9	12	11	43	44	0	0
17	baseline	1	9367	9535	46621	45717	401972	406860	47040	42888	0	0	0	1	5000	4999	0	0	1572	1624	3032	2998	5000	4999	5000	4990	10	10	14	13	80	74	0	0
17	baseline	2	9625	9567	45798	47139	407235	409679	42342	38615	0	0	0	0	5000	5000	0	0	1598	1724	2963	3068	5000	5000	5000	4990	9	9	13	12	92	94	0	0
17	baseline	3	9802	9602	47053	46188	404879	409269	43266	39941	0	0	0	1	5000	4999	0	0	1658	1745	3015	3068	5000	4999	5000	4990	10	9	13	12	77	90	0	0
18	baseline	1	5890	5954	32076	32146	443507	445673	23527	21227	0	0	0	0	5000	5000	0	0	1952	1813	3224	3196	5000	5000	5000	4990	5	5	7	7	71	55	0	0
18	baseline	2	6105	6039	31824	31825	444036	445838	23035	21298	0	0	0	0	5000	5000	0	0	1910	1866	3184	3203	5000	5000	5000	4990	5	5	7	7	63	54	0	0
18	baseline	3	6176	6032	31850	32126	445379	447197	21595	19645	0	0	0	0	5000	5000	0	0	1874	1933	3190	3263	5000	5000	5000	4990	5	4	7	6	56	57	0	0
19	baseline	1	34297	34201	22112	22590	348669	358398	99922	89811	0	0	0	0	4996	4998	4	2	2078	2137	1121	1126	4996	4998	5000	4990	23	21	27	26	93	76	0	0
19	baseline	2	34378	34345	22323	22360	353155	362833	95144	85462	0	0	0	0	4996	5000	4	0	2092	2181	1081	1191	4996	5000	5000	4990	22	21	26	24	87	81	0	0
19	baseline	3	35411	34305	22379	22337	354258	366625	92952	81733	0	0	0	0	4998	4998	2	2	2130	2154	1108	1141	4998	4998	5000	4990	22	20	26	24	84	74	0	0
20	baseline	1	21800	21665	40613	41017	400912	405855	41675	36463	0	0	0	0	5000	5000	0	0	2674	2720	2302	2312	5000	5000	5000	4990	10	9	14	14	93	70	0	0
20	baseline	2	21962	21641	40993	40981	403360	408162	38685	34216	0	0	0	0	5000	5000	0	0	2681	2663	2318	2316	5000	5000	5000	4990	9	8	13	12	89	90	0	0
20	baseline	3	21933	21367	41002	40658	403464	408074	38601	34901	0	0	1	0	4999	5000	0	0	2635	2740	2332	2363	4999	5000	5000	4990	9	9	14	13	73	90	0	0
21	baseline	1	13526	13820	28205	28857	412731	416090	50538	46233	0	0	0	0	5000	5000	0	0	1962	2021	2208	2234	5000	5000	5000	4990	11	11	14	14	71	61	0	0
21	baseline	2	13882	13765	28008	28768	417886	421304	45224	41163	0	0	0	0	5000	5000	0	0	1905	2041	2191	2282	5000	5000	5000	4990	10	9	13	13	63	54	0	0
21	baseline	3	14106	13421	28786	27819	418158	423879	43950	39881	0	0	0	0	5000	5000	0	0	2016	2018	2246	2242	5000	5000	5000	4990	10	9	13	12	56	57	0	0
22	baseline	1	8575	8634	19857	19449	452920	455751	23648	21166	0	0	0	0	5000	5000	0	0	2308	2285	2484	2401	5000	5000	5000	4990	5	5	7	7	39	42	0	0
22	baseline	2	8817	8594	19611	19616	453143	455307	23429	21483	0	0	0	0	5000	5000	0	0	2266	2360	2384	2530	5000	5000	5000	4990	5	5	7	7	39	43	0	0
22	baseline	3	8741	8615	19740	19527	454317	456489	22202	20369	0	0	0	0	5000	5000	0	0	2311	2289	2440	2436	5000	5000	5000	4990	5	5	7	6	39	44	0	0
23	baseline	1	5434	5461	36506	36174	412054	416831	51006	46534	0	0	0	0	5000	5000	0	0	1014	1055	2890	2968	5000	5000	5000	4990	11	10	13	12	74	66	0	0
23	baseline	2	5632	5467	36148	36587	416677	420916	46543	42030	0	0	0	0	4999	5000	1	0	1016	1079	2853	2954	4999	5000	5000	4990	10	9	13	12	93	71	0	0
23	baseline	3	5649	5537	36634	36131	417318	422007	45399	41325	0	0	0	0	5000	5000	0	0	1017	1096	2878	2953	5000	5000	5000	4990	10	9	12	11	67	73	0	0
24	baseline	1	48089	49038	25052	25276	363835	369947	68024	60739	1	0	0	0	4999	5000	0	0	2969	3048	1156	1155	4999	5000	5000	4990	17	15	22	19	95	97	0	0
24	baseline	2	49622	49334	25157	25009	367256	375214	62965	55443	0	1	0	1	5000	4998	0	0	2949	3035	1130	1181	5000	4998	5000	4990	16	15	19	18	98	87	0	0
24	baseline	3	49303	49425	25359	25351	368389	374547	61949	55677	1	1	1	0	4998	4999	0	0	2986	3040	1170	1156	4998	4999	5000	4990	16	15	21	20	97	98	0	0
25	baseline	1	30982	31027	17269	17607	376359	384335	80390	72031	0	0	0	0	4998	5000	2	0	2171	2255	1014	1059	4998	5000	5000	4990	19	17	22	20	75	68	0	0
25	baseline	2	30581	30783	17608	17357	379272	386235	77539	70625	0	0	0	0	4997	5000	3	0	2159	2331	1007	1093	4997	5000	5000	4990	19	17	22	20	71	81	0	0
25	baseline	3	31748	30309	17365	17446	380186	390125	75701	67120	0	0	0	0	4998	5000	2	0	2257	2232	1031	1063	4998	5000	5000	4990	18	17	22	20	72	70	0	0
26	baseline	1	19586	19021	49286	48876	403088	407903	33040	29200	0	0	0	1	5000	4999	0	0	2837	2864	2634	2622	5000	4999	5000	4990	8	7	12	12	84	76	0	0
26	baseline	2	19611	19334	50083	49253	403535	407923	31771	28490	0	0	1	0	4999	5000	0	0	2811	2922	2672	2704	4999	5000	5000	4990	8	7	12	11	94	96	0	0
26	baseline	3	19699	19505	49246	49715	405989	408781	30066	26999	0	0	0	1	5000	4999	0	0	2812	2906	2645	2688	5000	4999	5000	4990	7	7	12	11	98	92	0	0
27	baseline	1	12268	12321	34354	34313	400289	405969	58089	52397	0	0	0	0	5000	5000	0	0	1711	1689	2440	2363	5000	5000	5000	4990	13	12	16	15	74	66	0	0
27	baseline	2	12345	12190	34538	34245	405773	411772	52344	46793	0	0	0	0	5000	5000	0	0	1684	1746	2424	2465	5000	5000	5000	4990	12	11	15	14	87	60	0	0
27	baseline	3	12500	12304	34161	34560	406601	411087	51738	47049	0	0	0	0	5000	5000	0	0	1696	1779	2399	2449	5000	5000	5000	4990	12	11	15	14	67	73	0	0
28	baseline	1	7764	7826	23661	23639	445976	448846	27599	24689	0	0	0	0	5000	5000	0	0	1964	1880	2630	2635	5000	5000	5000	4990	6	5	8	8	53	46	0	0
28	baseline	2	7919	7779	24086	23352	445980	449249	27015	24620	0	0	0	0	5000	5000	0	0	1999	1920	2639	2656	5000	5000	5000	4990	6	5	8	7	48	45	0	0
28	baseline	3	7924	7723	24161	23829	447053	450044	25862	23404	0	0	0	0	5000	5000	0	0	2011	2045	2710	2692	5000	5000	5000	4990	6	5	8	7	50	49	0	0
29	baseline	1	44481	44558	43437	44285	348098	355135	68984	61022	1	0	2	2	4997	4998	0	0	2908	2924	1702	1715	4997	4998	5000	4990	17	15	23	22	99	100	0	0
29	baseline	2	44566	44435	44341	43050	355041	363448	61052	54067	1	0	2	1	4997	4999	0	0	2921	2986	1719	1745	4997	4999	5000	4990	15	14	22	19	100	92	0	0
29	baseline	3	45098	45320	45004	43550	353250	360751	61648	55379	1	0	2	1	4997	4999	0	0	2898	2992	1772	1702	4997	4999	5000	4990	16	15	21	20	98	96	0	0
30	baseline	1	27933	27659	30687	30233	412637	417821	33743	29287	0	0	0	0	5000	5000	0	0	3165	3108	1874	1810	5000	5000	5000	4990	8	7	12	12	74	65	0	0
30	baseline	2	28594	28239	30663	29812	412515	417752	33228	29197	0	0	0	0	5000	5000	0	0	3151	3224	1823	1833	5000	5000	5000	4990	8	7	12	11	87	60	0	0
30	baseline	3	29025	28367	30715	30321	413195	417734	32065	28578	0	0	0	0	5000	5000	0	0	3197	3254	1818	1812	5000	5000	5000	4990	8	7	12	12	67	72	0	0
31	baseline	1	17717	17463	21111	21249	376335	387721	89837	78567	0	0	0	0	4976	4991	24	9	1448	1471	1330	1402	4976	4991	5000	4990	19	18	23	20	64	66	0	0
31	baseline	2	17276	17695	21201	21503	379149	389890	87374	75912	0	0	0	0	4967	4997	33	3	1411	1476	1340	1453	4967	4997	5000	4990	19	17	22	20	59	64	0	0
31	baseline	3	18198	17688	21212	21030	383791	394536	81799	71746	0	0	0	0	4980	4997	20	3	1482	1513	1362	1379	4980	4997	5000	4990	18	17	21	19	58	65	0	0
32	baseline	1	11201	11239	38738	38077	416979	421872	38082	33812	0	0	0	0	5000	5000	0	0	1995	2015	2800	2792	5000	5000	5000	4990	9	8	12	11	74	65	0	0
32	baseline	2	11447	11161	38769	39099	420069	423428	34715	31312	0	0	0	0	5000	5000	0	0	2062	2154	2805	2848	5000	5000	5000	4990	8	7	11	10	88	67	0	0
32	baseline	3	11301	11174	39612	38428	419272	423779	34815	31619	0	0	0	0	5000	5000	0	0	2083	2122	2859	2856	5000	5000	5000	4990	8	7	11	10	69	88	0	0
33	baseline	1	7102	7004	26878	27162	425541	428904	45479	41930	0	0	0	0	5000	5000	0	0	1286	1381	2486	2547	5000	5000	5000	4990	10	9	12	12	57	50	0	0
33	baseline	2	7048	7122	27050	26421	429227	433931	41675	37526	0	0	0	0	4999	5000	1	0	1315	1350	2517	2586	4999	5000	5000	4990	9	8	12	11	56	56	0	0
33	baseline	3	7316	7112	26953	26558	428092	431792	42639	39538	0	0	0	0	5000	5000	0	0	1310	1438	2515	2584	5000	5000	5000	4990	9	9	12	11	57	51	0	0
34	baseline	1	41268	40978	18587	18967	393740	400364	51405	44691	0	0	0	0	5000	5000	0	0	3032	2997	1115	1097	5000	5000	5000	4990	13	11	16	14	98	81	0	0
34	baseline	2	40842	40932	18708	18362	392223	398159	53227	47547	0	0	0	0	5000	5000	0	0	2989	3070	1057	1106	5000	5000	5000	4990	13	12	16	16	86	99	0	0
34	baseline	3	41061	40737	18917	18575	392793	398248	52229	47440	1	0	0	0	4999	5000	0	0	3027	3066	1084	1127	4999	5000	5000	4990	13	12	17	16	81	98	0	0
35	baseline	1	25509	25667	47454	46541	355392	364308	76645	68484	0	0	0	1	5000	4999	0	0	2122	2166	2158	2145	5000	4999	5000	4990	18	17	24	22	95	92	0	0
35	baseline	2	25845	25830	47638	47630	357534	364177	73983	67363	0	0	2	0	4998	5000	0	0	2122	2213	2142	2215	4998	5000	5000	4990	18	16	23	21	96	98	0	0
35	baseline	3	26380	26002	48013	47260	360201	368705	70406	63033	0	0	1	2	4999	4998	0	0	2180	2214	2160	2158	4999	4998	5000	4990	17	15	22	20	100	96	0	0
36	baseline	1	15914	16450	33349	32705	416988	421850	38749	33995	0	0	0	0	5000	5000	0	0	2458	2478	2371	2295	5000	5000	5000	4990	9	8	12	12	74	63	0	0
36	baseline	2	16516	16223	32795	33102	419837	423717	35852	31958	0	0	0	0	5000	5000	0	0	2390	2447	2314	2389	5000	5000	5000	4990	8	8	12	11	87	58	0	0
36	baseline	3	16650	16233	32995	32850	420197	424057	35158	31860	0	0	0	0	5000	5000	0	0	2457	2489	2342	2382	5000	5000	5000	4990	8	8	12	11	62	73	0	0
37	baseline	1	10124	10133	22894	22799	425989	429877	45993	42191	0	0	0	0	5000	5000	0	0	1666	1710	2151	2251	5000	5000	5000	4990	10	9	13	12	53	46	0	0
37	baseline	2	10152	10279	22823	22937	430430	433884	41595	37900	0	0	0	0	5000	5000	0	0	1647	1763	2171	2268	5000	5000	5000	4990	9	9	12	11	46	50	0	0
37	baseline	3	10392	10277	23034	22483	429596	433935	41978	38305	0	0	0	0	5000	5000	0	0	1687	1800	2220	2201	5000	5000	5000	4990	9	9	12	11	50	49	0	0
38	baseline	1	6341	6470	42057	41493	435256	437793	21346	19244	0	0	0	0	5000	5000	0	0	1953	2160	3421	3405	5000	5000	5000	4990	5	4	7	7	93	68	0	0
38	baseline	2	6551	6421	41746	42430	435542	436538	21161	19611	0	0	0	0	5000	5000	0	0	1959	2132	3402	3456	5000	5000	5000	4990	5	4	7	7	88	67	0	0
38	baseline	3	6442	6531	42401	41818	436893	439308	19264	17343	0	0	0	1	5000	4999	0	0	2119	2175	3440	3476	5000	4999	5000	4990	4	4	7	6	69	74	0	0
39	baseline	1	36615	36498	28995	29154	335947	348485	103443	90863	0	0	0	0	4999	5000	1	0	2108	2103	1307	1299	4999	5000	5000	4990	24	22	30	25	99	94	0	0
39	baseline	2	36569	37464	29747	28939	341159	350830	97525	87767	0	1	0	0	4999	4999	1	0	2044	2180	1264	1321	4999	4999	5000	4990	24	21	27	25	99	100	0	0
39	baseline	3	37295	37350	29520	29127	341783	353673	96402	84850	1	0	0	0	4997	5000	2	0	2134	2200	1315	1294	4997	5000	5000	4990	23	21	28	26	85	89	0	0
40	baseline	1	22965	23259	20347	20239	412016	417532	49672	43970	0	0	0	0	5000	5000	0	0	2448	2529	1528	1510	5000	5000	5000	4990	11	11	15	13	63	59	0	0
40	baseline	2	23555	23246	20535	20049	410859	416469	50051	45236	0	0	0	0	5000	5000	0	0	2471	2551	1492	1509	5000	5000	5000	4990	12	11	14	14	55	54	0	0
40	baseline	3	23784	23687	20425	20101	412451	417686	48340	43526	0	0	0	0	5000	5000	0	0	2474	2569	1482	1475	5000	5000	5000	4990	12	11	15	14	58	60	0	0
41	baseline	1	14557	14675	37082	37714	400246	404446	53115	48165	0	0	0	0	5000	5000	0	0	1939	2003	2444	2489	5000	5000	5000	4990	12	11	16	15	93	68	0	0
41	baseline	2	14817	14603	37355	36647	403077	408526	49751	45224	0	0	0	0	5000	5000	0	0	1949	2014	2433	2493	5000	5000	5000	4990	11	11	15	14	88	67	0	0
41	baseline	3	14951	14952	37497	36865	403740	408960	48812	44223	0	0	0	0	5000	5000	0	0	1976	2031	2439	2434	5000	5000	5000	4990	11	10	15	14	71	88	0	0
42	baseline	1	9439	9498	25928	25798	443179	446262	26454	23442	0	0	0	0	5000	5000	0	0	2245	2217	2627	2563	5000	5000	5000	4990	6	5	8	8	57	48	0	0
42	baseline	2	9527	9491	25831	25655	444078	446391	25564	23463	0	0	0	0	5000	5000	0	0	2236	2348	2629	2622	5000	5000	5000	4990	6	5	8	8	47	50	0	0
42	baseline	3	9431	9408	25869	26367	445262	447070	24438	22155	0	0	0	0	5000	5000	0	0	2165	2378	2643	2680	5000	5000	5000	4990	6	5	8	7	49	57	0	0
43	baseline	1	5907	5818	17649	18140	430258	435867	51186	45175	0	0	0	0	4984	4996	16	4	999	1050	1911	2071	4984	4996	5000	4990	10	9	12	12	47	44	0	0
43	baseline	2	5915	5964	17922	17890	434732	440064	46431	41082	0	0	0	0	4987	4998	13	2	1019	1098	2033	2106	4987	4998	5000	4990	10	9	12	11	43	43	0	0
43	baseline	3	5960	5843	18046	17751	434523	440081	46471	41325	0	0	0	0	4990	5000	10	0	1046	1137	2016	2078	4990	5000	5000	4990	10	9	12	11	43	54	0	0
44	baseline	1	33413	33804	44825	45514	378946	384060	47816	41622	0	0	0	1	5000	4999	0	0	2989	3040	2044	2018	5000	4999	5000	4990	12	11	17	16	95	90	0	0
44	baseline	2	34178	33431	46012	45054	380409	386238	44401	40277	0	0	1	0	4999	5000	0	0	3015	3052	2007	2097	4999	5000	5000	4990	11	10	16	15	96	90	0	0
44	baseline	3	34759	34465	45684	45694	380649	385390	43908	39451	0	0	0	3	5000	4997	0	0	3077	3100	1998	1998	5000	4997	5000	4990	11	10	16	16	100	94	0	0
45	baseline	1	21453	21688	31763	31755	396594	401681	55190	49876	0	0	0	0	5000	5000	0	0	2357	2347	2013	1950	5000	5000	5000	4990	13	12	16	16	74	73	0	0
45	baseline	2	21413	21576	31911	31651	399897	404866	51779	46907	0	0	0	0	5000	5000	0	0	2321	2480	2014	2067	5000	5000	5000	4990	12	11	16	15	87	60	0	0
45	baseline	3	21991	21176	31668	31688	401863	407074	49478	45062	0	0	0	0	5000	5000	0	0	2375	2459	1985	2033	5000	5000	5000	4990	12	11	16	15	69	73	0	0
46	baseline	1	13375	13539	21777	21994	442763	445478	27085	23989	0	0	0	0	5000	5000	0	0	2629	2617	2152	2139	5000	5000	5000	4990	6	6	9	8	53	43	0	0
46	baseline	2	13416	13395	22080	21840	443511	446243	25993	23522	0	0	0	0	5000	5000	0	0	2627	2559	2170	2179	5000	5000	5000	4990	6	5	8	8	45	48	0	0
46	baseline	3	13781	13535	22033	22107	444349	446901	24837	22457	0	0	0	0	5000	5000	0	0	2686	2720	2135	2179	5000	5000	5000	4990	6	5	8	8	47	46	0	0
47	baseline	1	8483	8466	40820	39817	395980	403110	59717	53607	0	0	0	0	5000	5000	0	0	1264	1252	2761	2711	5000	5000	5000	4990	13	12	16	15	93	70	0	0
47	baseline	2	8515	8408	40502	40510	400208	405514	55775	50568	0	0	0	0	5000	5000	0	0	1207	1305	2730	2802	5000	5000	5000	4990	12	11	16	14	89	90	0	0
47	baseline	3	8685	8458	40855	39907	400664	406388	54796	50247	0	0	0	0	5000	5000	0	0	1279	1294	2750	2776	5000	5000	5000	4990	12	11	15	14	75	88	0	0
48	baseline	1	5341	5470	28005	27958	442850	445612	28804	25960	0	0	0	0	5000	5000	0	0	1490	1463	2985	2999	5000	5000	5000	4990	6	6	8	8	57	53	0	0
48	baseline	2	5485	5324	28215	27726	443426	446644	27874	25306	0	0	0	0	5000	5000	0	0	1550	1453	3035	3048	5000	5000	5000	4990	6	5	8	7	52	63	0	0
48	baseline	3	5445	5393	28214	27598	444486	447461	26855	24548	0	0	0	0	5000	5000	0	0	1538	1573	3070	3050	5000	5000	5000	4990	6	5	8	7	51	57	0	0
49	baseline	1	47219	47614	19394	19357	324541	332745	113846	105284	1	1	1	0	4996	4999	2	0	2371	2471	855	857	4996	4999	5000	4990	27	25	30	28	99	100	0	0
49	baseline	2	48412	47987	19456	19387	340009	349502	97123	88124	0	1	2	1	4993	4998	5	0	2348	2512	834	878	4993	4998	5000	4990	24	22	26	26	96	98	0	0
49	baseline	3	48527	48269	19596	19684	342913	354489	93964	82558	1	1	2	0	4996	4999	1	0	2408	2504	852	877	4996	4999	5000	4990	23	21	26	24	93	95	0	0
50	baseline	1	30554	30675	36258	35544	395345	401252	42843	37529	0	0	0	0	5000	5000	0	0	3027	2986	1971	1862	5000	5000	5000	4990	10	9	15	14	78	77	0	0
50	baseline	2	30348	30127	35854	36166	400223	404891	38575	33816	0	0	0	0	5000	5000	0	0	3004	3044	1897	1963	5000	5000	5000	4990	10	9	14	13	89	90	0	0
