point_id	scenario	seed	cum_E_adult	cum_E_child	cum_I_adult	cum_I_child	cum_R_adult	cum_R_child	cum_S_adult	cum_S_child	final_E_adult	final_E_child	final_I_adult	final_I_child	final_R_adult	final_R_child	final_S_adult	final_S_child	peak_E_adult	peak_E_child	peak_I_adult	peak_I_child	peak_R_adult	peak_R_child	peak_S_adult	peak_S_child	tpeak_E_adult	tpeak_E_child	tpeak_I_adult	tpeak_I_child	tpeak_R_adult	tpeak_R_child	tpeak_S_adult	tpeak_S_child
877	baseline	1	12237	12305	14335	14389	439941	444416	38487	33890	0	0	0	0	4999	5000	1	0	2034	2072	1653	1665	4999	5000	5000	4990	9	8	11	10	42	33	0	0
877	baseline	2	12380	12377	14667	14581	442205	445966	35748	32076	0	0	0	0	4999	5000	1	0	2044	2145	1656	1749	4999	5000	5000	4990	8	7	10	9	42	37	0	0
877	baseline	3	12650	12432	14503	14461	440262	444305	37585	33802	0	0	0	0	4999	5000	1	0	2037	2122	1619	1667	4999	5000	5000	4990	9	8	11	10	39	42	0	0
878	baseline	1	7856	7960	52045	51470	421309	424316	23790	21254	0	0	0	1	5000	4999	0	0	2277	2227	3449	3396	5000	4999	5000	4990	5	5	8	8	84	81	0	0
878	baseline	2	8101	7846	51625	51675	422075	424192	23199	21287	0	0	0	1	5000	4999	0	0	2260	2248	3433	3437	5000	4999	5000	4990	5	5	8	7	94	96	0	0
878	baseline	3	7913	7936	51605	53620	423953	423796	21529	19648	0	0	0	1	5000	4999	0	0	2219	2156	3457	3487	5000	4999	5000	4990	5	4	8	7	81	98	0	0
879	baseline	1	44454	44038	23883	23678	358614	368665	78049	68619	1	0	1	0	4998	5000	0	0	2710	2741	1132	1117	4998	5000	5000	4990	19	17	22	20	97	99	0	0
879	baseline	2	45547	46087	24274	23814	362146	369006	73033	66093	0	1	0	1	5000	4998	0	0	2677	2835	1130	1193	5000	4998	5000	4990	18	17	22	21	97	98	0	0
879	baseline	3	46293	45553	23987	23943	362544	371428	72176	64076	0	1	0	0	5000	4999	0	0	2751	2794	1089	1118	5000	4999	5000	4990	18	17	21	22	99	87	0	0
880	baseline	1	27896	28564	10938	11213	413554	419852	52612	45371	0	0	0	0	4999	5000	1	0	2428	2530	834	870	4999	5000	5000	4990	13	11	15	13	69	57	0	0
880	baseline	2	28531	28788	11123	11232	410288	416213	55058	48767	0	0	0	0	4997	5000	3	0	2423	2583	816	877	4997	5000	5000	4990	13	12	15	15	58	68	0	0
880	baseline	3	29125	28121	11175	11202	411093	418683	53607	46994	0	0	0	0	4999	5000	1	0	2488	2508	801	883	4999	5000	5000	4990	13	12	15	14	62	62	0	0
881	baseline	1	18117	17891	78931	78253	365062	370290	42890	38566	0	0	18	19	4982	4981	0	0	2525	2504	3135	3103	4982	4981	5000	4990	10	9	17	15	98	100	0	0
881	baseline	2	18292	17840	78418	78356	369886	374805	38404	33999	0	0	14	18	4986	4982	0	0	2506	2546	3130	3153	4986	4982	5000	4990	9	8	15	13	100	100	0	0
881	baseline	3	17893	17907	79411	79399	370416	374068	37280	33626	0	0	18	20	4982	4980	0	0	2528	2564	3180	3200	4982	4980	5000	4990	9	8	14	13	99	100	0	0
882	baseline	1	11177	11538	37072	36273	427457	430843	29294	26346	0	0	0	0	5000	5000	0	0	2308	2456	2836	2786	5000	5000	5000	4990	7	6	9	9	74	61	0	0
882	baseline	2	11597	11364	36342	37325	428574	430230	28487	26081	0	0	0	0	5000	5000	0	0	2267	2448	2760	2885	5000	5000	5000	4990	7	6	9	9	88	67	0	0
882	baseline	3	11428	11293	37079	36696	429926	432981	26567	24030	0	0	0	0	5000	5000	0	0	2395	2377	2842	2863	5000	5000	5000	4990	6	6	9	8	64	73	0	0
883	baseline	1	7062	7137	17183	16689	446410	450102	34345	31072	0	0	0	0	5000	5000	0	0	1568	1632	2189	2154	5000	5000	5000	4990	7	7	9	8	39	42	0	0
883	baseline	2	7189	7154	16859	17164	447738	450479	33214	30203	0	0	0	0	4999	5000	1	0	1557	1630	2153	2248	4999	5000	5000	4990	7	7	9	9	37	42	0	0
883	baseline	3	7426	7050	17143	17070	447413	451407	33018	29473	0	0	0	0	4999	5000	1	0	1630	1620	2216	2233	4999	5000	5000	4990	7	7	9	8	39	44	0	0
884	baseline	1	40597	41055	60913	60922	354492	360749	48998	42274	0	0	8	7	4992	4993	0	0	3220	3218	2141	2123	4992	4993	5000	4990	12	11	19	18	100	97	0	0
884	baseline	2	41487	40924	61595	61262	355230	361113	46688	41701	0	0	11	6	4989	4994	0	0	3162	3211	2146	2165	4989	4994	5000	4990	12	11	20	17	98	99	0	0
884	baseline	3	42440	41983	61200	61201	357970	363494	43390	38322	0	0	5	8	4995	4992	0	0	3214	3280	2130	2127	4995	4992	5000	4990	11	10	18	17	100	100	0	0
885	baseline	1	25570	25837	28529	28269	404587	410417	46314	40477	0	0	0	0	5000	5000	0	0	2710	2722	1814	1779	5000	5000	5000	4990	11	10	15	14	71	63	0	0
885	baseline	2	25834	26170	28767	27979	404663	409414	45736	41437	0	0	0	0	5000	5000	0	0	2659	2748	1745	1805	5000	5000	5000	4990	11	10	15	13	87	64	0	0
885	baseline	3	26400	25738	28442	28546	403547	408205	46611	42511	0	0	0	0	5000	5000	0	0	2653	2759	1781	1816	5000	5000	5000	4990	11	11	15	14	67	72	0	0
886	baseline	1	15978	16251	13204	13408	441378	444522	34440	30819	0	0	0	0	5000	5000	0	0	2447	2483	1464	1457	5000	5000	5000	4990	8	7	10	9	42	40	0	0
886	baseline	2	16586	16580	13311	13169	441967	444983	33136	30268	0	0	0	0	5000	5000	0	0	2463	2623	1433	1520	5000	5000	5000	4990	8	7	10	9	43	35	0	0
886	baseline	3	16943	16509	13316	13005	440936	445332	33805	30154	0	0	0	0	5000	5000	0	0	2554	2532	1410	1408	5000	5000	5000	4990	8	7	10	9	47	40	0	0
887	baseline	1	10136	10346	47582	47218	408323	412340	38959	35096	0	0	0	1	5000	4999	0	0	1959	1996	3107	3043	5000	4999	5000	4990	9	8	12	11	80	74	0	0
887	baseline	2	10610	10333	47439	46817	412329	416446	34622	31404	0	0	0	0	5000	5000	0	0	1990	2090	3058	3092	5000	5000	5000	4990	8	7	11	11	92	94	0	0
887	baseline	3	10498	10356	48070	47840	411918	415445	34514	31359	0	0	0	1	5000	4999	0	0	2012	2058	3110	3130	5000	4999	5000	4990	8	7	11	10	77	90	0	0
888	baseline	1	6657	6467	22432	21938	449263	452654	26648	23941	0	0	0	0	5000	5000	0	0	1802	1803	2692	2677	5000	5000	5000	4990	6	5	8	7	53	43	0	0
888	baseline	2	6663	6530	22336	21766	449840	452990	26161	23714	0	0	0	0	5000	5000	0	0	1777	1925	2688	2766	5000	5000	5000	4990	6	5	8	7	45	48	0	0
888	baseline	3	6631	6434	22255	22277	451122	453641	24992	22648	0	0	0	0	5000	5000	0	0	1710	1949	2688	2719	5000	5000	5000	4990	5	5	7	7	42	47	0	0
889	baseline	1	37507	37884	10218	10186	378812	387779	78463	69151	0	0	0	0	4991	4998	9	2	2344	2455	578	631	4991	4998	5000	4990	19	17	20	19	85	83	0	0
889	baseline	2	38634	37548	10276	10094	380944	389785	75146	67573	0	0	0	0	4990	4999	10	1	2386	2492	609	613	4990	4999	5000	4990	18	17	19	18	87	81	0	0
889	baseline	3	38515	37598	10262	10295	385255	395882	70968	61225	0	0	0	0	4993	4998	7	2	2373	2491	572	625	4993	4998	5000	4990	17	16	19	18	90	71	0	0
890	baseline	1	23476	24031	98227	96448	346966	352951	36331	31570	0	0	52	55	4948	4945	0	0	2935	3007	3144	3068	4948	4945	5000	4990	9	8	15	15	100	100	0	0
890	baseline	2	24289	23128	96881	96744	349679	354832	34151	30296	0	0	52	48	4948	4952	0	0	2987	2940	3096	3187	4948	4952	5000	4990	8	7	16	15	100	100	0	0
890	baseline	3	24140	23390	99155	97282	349495	355636	32210	28692	0	0	66	52	4934	4948	0	0	2990	3089	3162	3187	4934	4948	5000	4990	8	7	15	14	100	100	0	0
891	baseline	1	14646	14932	46278	45222	403226	408807	40850	36039	0	0	1	0	4999	5000	0	0	2326	2274	2806	2776	4999	5000	5000	4990	9	8	13	12	80	72	0	0
891	baseline	2	15265	14842	45229	45610	406851	410790	37655	33758	0	0	0	0	5000	5000	0	0	2307	2347	2710	2774	5000	5000	5000	4990	9	8	13	12	92	94	0	0
891	baseline	3	15093	15456	45878	45850	406300	409107	37729	34587	0	0	0	1	5000	4999	0	0	2296	2363	2727	2728	5000	4999	5000	4990	9	8	13	12	77	90	0	0
892	baseline	1	9139	9441	21093	21227	446247	448957	28521	25375	0	0	0	0	5000	5000	0	0	2069	2159	2375	2407	5000	5000	5000	4990	6	6	8	8	42	40	0	0
892	baseline	2	9532	9303	21162	21031	445803	448418	28503	26248	0	0	0	0	5000	5000	0	0	2030	2206	2336	2450	5000	5000	5000	4990	6	6	9	8	45	48	0	0
892	baseline	3	9574	9540	21355	21216	447071	449715	27000	24529	0	0	0	0	5000	5000	0	0	2203	2142	2392	2364	5000	5000	5000	4990	6	6	8	8	43	44	0	0
893	baseline	1	6060	5949	76160	76020	396321	399114	26459	23917	0	0	9	8	4991	4992	0	0	1709	1793	3853	3930	4991	4992	5000	4990	6	5	9	8	100	99	0	0
893	baseline	2	6083	6018	76602	75770	397218	400117	25097	23095	0	0	10	10	4990	4990	0	0	1700	1918	3879	3957	4990	4990	5000	4990	5	5	8	8	98	100	0	0
893	baseline	3	6034	5902	76246	75335	399232	402588	23488	21175	0	0	8	12	4992	4988	0	0	1814	1817	3913	3919	4992	4988	5000	4990	5	5	8	7	99	98	0	0
894	baseline	1	34267	33518	35338	35306	393814	399918	41581	36258	0	0	0	0	5000	5000	0	0	3190	3177	1826	1807	5000	5000	5000	4990	10	9	15	14	80	93	0	0
894	baseline	2	34437	34560	35793	35012	395941	401277	38829	34151	0	0	0	0	5000	5000	0	0	3143	3204	1782	1814	5000	5000	5000	4990	10	9	14	13	89	90	0	0
894	baseline	3	34367	34164	35505	35322	397007	400872	38121	34642	0	0	0	0	5000	5000	0	0	3158	3269	1807	1815	5000	5000	5000	4990	10	9	14	15	75	88	0	0
895	baseline	1	21219	21160	16460	16351	405315	412534	62006	54955	0	0	0	0	4999	5000	1	0	2088	2206	1266	1313	4999	5000	5000	4990	14	13	17	16	57	53	0	0
895	baseline	2	21310	21787	16511	16496	408673	414472	58506	52245	0	0	0	0	4997	5000	3	0	2111	2169	1245	1300	4997	5000	5000	4990	14	13	16	15	57	61	0	0
895	baseline	3	22051	21689	16397	16613	410938	417409	55614	49289	0	0	0	0	4998	5000	2	0	2174	2185	1256	1285	4998	5000	5000	4990	13	12	16	14	53	59	0	0
896	baseline	1	13642	13725	58785	58290	397176	401306	35397	31679	0	0	1	1	4999	4999	0	0	2399	2350	3069	3067	4999	4999	5000	4990	8	7	12	11	96	97	0	0
896	baseline	2	13932	13675	59354	58571	399064	403408	32650	29346	0	0	3	0	4997	5000	0	0	2352	2481	3100	3143	4997	5000	5000	4990	8	7	11	11	98	100	0	0
896	baseline	3	13831	13811	59325	59391	400143	403301	31701	28497	0	0	2	3	4998	4997	0	0	2337	2485	3113	3163	4998	4997	5000	4990	7	7	12	11	90	98	0	0
897	baseline	1	8651	8589	27566	27334	434867	438370	33916	30707	0	0	0	0	5000	5000	0	0	1800	1868	2647	2617	5000	5000	5000	4990	7	7	10	9	57	50	0	0
897	baseline	2	8765	8516	27386	27439	436330	439357	32519	29688	0	0	0	0	5000	5000	0	0	1843	1890	2618	2746	5000	5000	5000	4990	7	7	10	9	52	63	0	0
897	baseline	3	8854	8458	27666	26886	436152	440462	32328	29194	0	0	0	0	5000	5000	0	0	1867	1893	2678	2657	5000	5000	5000	4990	7	7	10	9	57	51	0	0
898	baseline	1	5370	5452	12673	12911	461795	463891	25162	22746	0	0	0	0	5000	5000	0	0	1659	1724	2205	2286	5000	5000	5000	4990	5	5	7	6	31	28	0	0
898	baseline	2	5494	5429	12518	12854	462928	464763	24060	21954	0	0	0	0	5000	5000	0	0	1676	1700	2127	2291	5000	5000	5000	4990	5	5	6	6	29	28	0	0
898	baseline	3	5653	5458	12823	12550	462955	465408	23569	21584	0	0	0	0	5000	5000	0	0	1711	1716	2142	2256	5000	5000	5000	4990	5	5	6	6	31	32	0	0
899	baseline	1	47126	48813	89483	90265	301999	307683	66392	58239	2	0	79	95	4919	4905	0	0	3042	3139	2386	2368	4919	4905	5000	4990	16	15	27	24	100	100	0	0
899	baseline	2	49866	48436	89589	88447	306021	314946	59524	53171	0	0	81	74	4919	4926	0	0	3103	3127	2336	2377	4919	4926	5000	4990	15	14	25	25	100	100	0	0
899	baseline	3	49354	49429	89829	87471	306619	315227	59198	52873	2	0	91	66	4907	4934	0	0	3083	3171	2361	2322	4907	4934	5000	4990	15	14	23	23	100	100	0	0
900	baseline	1	29730	30273	42079	41550	387185	393136	46006	40041	0	0	0	0	5000	5000	0	0	2954	3012	2055	2029	5000	5000	5000	4990	11	10	16	15	84	93	0	0
900	baseline	2	31057	31376	42307	41817	388851	393379	42785	38428	0	0	0	1	5000	4999	0	0	2917	2984	2060	2023	5000	4999	5000	4990	11	10	16	14	94	96	0	0
900	baseline	3	30846	30483	42296	41943	389648	394395	42210	38179	0	0	0	1	5000	4999	0	0	2988	3047	2077	2070	5000	4999	5000	4990	11	10	15	15	98	92	0	0
901	baseline	1	19372	19221	19702	19196	421509	427402	44417	39181	0	0	0	0	5000	5000	0	0	2349	2354	1628	1628	5000	5000	5000	4990	10	9	13	12	53	48	0	0
901	baseline	2	19825	19218	19541	19210	422068	427467	43566	39105	0	0	0	0	5000	5000	0	0	2323	2438	1595	1654	5000	5000	5000	4990	10	9	13	12	47	50	0	0
901	baseline	3	19841	19020	19656	19494	421725	426931	43778	39555	0	0	0	0	5000	5000	0	0	2369	2420	1623	1632	5000	5000	5000	4990	10	10	13	12	47	49	0	0
902	baseline	1	12246	12253	70046	67129	393990	399911	28718	25707	0	0	5	6	4995	4994	0	0	2383	2574	3369	3318	4995	4994	5000	4990	6	6	10	10	100	99	0	0
902	baseline	2	12347	12134	70398	69025	395051	399338	27204	24503	0	0	8	3	4992	4997	0	0	2486	2483	3376	3355	4992	4997	5000	4990	6	6	11	10	100	99	0	0
902	baseline	3	12313	12088	70009	69789	397173	400033	25505	23090	0	0	3	9	4997	4991	0	0	2557	2512	3395	3445	4997	4991	5000	4990	6	5	10	9	98	99	0	0
903	baseline	1	7726	7644	32228	32295	428527	432173	36519	32888	0	0	0	0	5000	5000	0	0	1663	1663	2809	2860	5000	5000	5000	4990	8	7	11	10	71	57	0	0
903	baseline	2	7835	7632	32416	32324	431666	434966	33083	30078	0	0	0	0	5000	5000	0	0	1676	1760	2876	2960	5000	5000	5000	4990	7	7	10	9	63	56	0	0
903	baseline	3	7818	7767	32888	32532	430737	434360	33557	30341	0	0	0	0	5000	5000	0	0	1650	1767	2917	2876	5000	5000	5000	4990	7	7	10	9	62	65	0	0
904	baseline	1	43749	44293	14913	15383	385734	392151	60604	53173	1	0	0	0	4999	5000	0	0	2830	2881	853	846	4999	5000	5000	4990	15	14	18	16	86	83	0	0
904	baseline	2	44335	44217	15262	14844	384720	392774	60683	53165	0	1	0	1	5000	4998	0	0	2822	2905	824	841	5000	4998	5000	4990	15	14	18	16	98	81	0	0
904	baseline	3	44794	43544	15305	14920	383569	391888	61332	54648	0	1	0	0	5000	4999	0	0	2872	2863	854	845	5000	4999	5000	4990	16	14	19	18	92	80	0	0
905	baseline	1	27707	27927	53755	54743	373548	377489	49990	44841	0	0	1	2	4999	4998	0	0	2758	2823	2395	2367	4999	4998	5000	4990	12	11	17	16	99	96	0	0
905	baseline	2	28274	26833	53411	54884	378019	382298	45296	40985	0	0	2	0	4998	5000	0	0	2778	2797	2369	2458	4998	5000	5000	4990	11	10	17	17	98	92	0	0
905	baseline	3	28916	27912	54067	53530	377295	383560	44722	39998	0	0	1	2	4999	4998	0	0	2814	2839	2320	2362	4999	4998	5000	4990	11	10	17	16	100	98	0	0
906	baseline	1	17686	17406	25125	24792	427564	431758	34625	31044	0	0	0	0	5000	5000	0	0	2602	2574	2029	2016	5000	5000	5000	4990	8	7	11	10	57	50	0	0
906	baseline	2	17888	17738	25366	25234	429114	432705	32632	29323	0	0	0	0	5000	5000	0	0	2605	2773	2049	2038	5000	5000	5000	4990	8	7	11	10	55	52	0	0
906	baseline	3	18072	17347	25433	24833	428907	433356	32588	29464	0	0	0	0	5000	5000	0	0	2658	2719	2041	2042	5000	5000	5000	4990	8	7	11	10	51	57	0	0
907	baseline	1	11108	11057	11746	11769	434875	440063	47271	42111	0	0	0	0	4988	5000	12	0	1647	1747	1342	1422	4988	5000	5000	4990	10	9	12	11	41	36	0	0
907	baseline	2	10985	11306	11705	11793	440873	444949	41437	36952	0	0	0	0	4995	4997	5	3	1684	1779	1345	1441	4995	4997	5000	4990	9	8	11	10	33	32	0	0
907	baseline	3	11231	11180	11757	11669	438661	443505	43351	38646	0	0	0	0	4993	4999	7	1	1677	1818	1323	1392	4993	4999	5000	4990	10	9	11	11	35	38	0	0
908	baseline	1	7142	6965	83137	81658	389108	393515	25613	22862	0	0	14	12	4986	4988	0	0	1924	2058	3858	3902	4986	4988	5000	4990	6	5	9	8	100	98	0	0
908	baseline	2	7133	7066	82216	83388	391073	392025	24578	22521	0	0	16	15	4984	4985	0	0	1962	2130	3853	3904	4984	4985	5000	4990	5	5	9	8	100	100	0	0
908	baseline	3	7059	7151	83316	83854	391681	393120	22944	20875	0	0	16	15	4984	4985	0	0	2045	2053	3903	3888	4984	4985	5000	4990	5	5	8	8	100	100	0	0
909	baseline	1	39843	39915	38053	38659	372792	379328	54312	47098	0	0	0	0	5000	5000	0	0	3019	3039	1708	1714	5000	5000	5000	4990	13	12	18	18	93	88	0	0
909	baseline	2	40299	41198	38884	38814	373570	378030	52247	46958	0	0	1	1	4999	4999	0	0	3006	3056	1691	1777	4999	4999	5000	4990	13	12	18	17	96	98	0	0
909	baseline	3	41258	40809	38921	38424	372575	378539	52246	47228	0	1	0	1	5000	4998	0	0	3044	3073	1693	1710	5000	4998	5000	4990	13	12	19	19	100	96	0	0
910	baseline	1	24913	25654	18100	17749	423775	428091	38212	33506	0	0	0	0	5000	5000	0	0	2853	2887	1452	1377	5000	5000	5000	4990	9	8	12	12	63	54	0	0
910	baseline	2	25378	25533	17949	17718	424094	428684	37579	33065	0	0	0	0	5000	5000	0	0	2838	2894	1378	1406	5000	5000	5000	4990	9	8	12	11	53	55	0	0
910	baseline	3	26078	25704	18073	17858	423286	427422	37563	34016	0	0	0	0	5000	5000	0	0	2849	2882	1373	1374	5000	5000	5000	4990	9	9	12	12	60	58	0	0
911	baseline	1	15730	16324	64557	63223	377871	382940	46842	42513	0	0	4	3	4996	4997	0	0	2233	2308	3026	2998	4996	4997	5000	4990	11	10	15	15	96	100	0	0
911	baseline	2	16579	16345	65192	64252	380578	385176	42651	39227	0	0	6	2	4994	4998	0	0	2243	2372	3011	2997	4994	4998	5000	4990	10	9	15	14	97	95	0	0
911	baseline	3	16189	15850	63968	64276	383412	387511	41431	37363	0	0	5	4	4995	4996	0	0	2279	2369	3005	3101	4995	4996	5000	4990	10	9	14	13	94	100	0	0
912	baseline	1	10037	10300	30289	29256	433159	436675	31515	28769	0	0	0	0	5000	5000	0	0	2140	2103	2668	2638	5000	5000	5000	4990	7	7	10	9	57	52	0	0
912	baseline	2	10393	10075	29161	29871	435246	437137	30200	27917	0	0	0	0	5000	5000	0	0	2104	2143	2564	2730	5000	5000	5000	4990	7	6	9	9	63	54	0	0
912	baseline	3	10217	10020	29932	29593	435517	438597	29334	26790	0	0	0	0	5000	5000	0	0	2117	2200	2678	2671	5000	5000	5000	4990	7	6	9	9	56	57	0	0
913	baseline	1	6377	6323	13884	13817	452210	455561	32529	29299	0	0	0	0	4999	5000	1	0	1555	1519	2001	2087	4999	5000	5000	4990	7	6	8	8	37	34	0	0
913	baseline	2	6457	6282	13833	13876	453057	456137	31653	28705	0	0	0	0	4998	5000	2	0	1469	1549	1993	2103	4998	5000	5000	4990	7	6	8	8	36	29	0	0
913	baseline	3	6564	6510	13959	13917	452945	456087	31532	28486	0	0	0	0	4998	5000	2	0	1530	1534	1981	2055	4998	5000	5000	4990	7	6	8	8	32	32	0	0
914	baseline	1	35988	36556	49972	49219	372688	378782	46352	40443	0	0	1	0	4999	5000	0	0	3166	3210	2077	2062	4999	5000	5000	4990	11	10	18	16	96	100	0	0
914	baseline	2	37499	36518	49735	50250	373912	378704	43854	39528	0	0	1	2	4999	4998	0	0	3165	3179	2049	2088	4999	4998	5000	4990	11	10	18	16	98	100	0	0
914	baseline	3	37493	37020	50238	49836	376279	381200	40990	36944	0	0	2	3	4998	4997	0	0	3160	3223	2006	2051	4998	4997	5000	4990	11	10	18	16	90	98	0	0
915	baseline	1	23020	23252	23283	23235	404057	409103	54640	49410	0	0	0	0	5000	5000	0	0	2403	2392	1618	1593	5000	5000	5000	4990	13	12	16	15	71	65	0	0
915	baseline	2	23564	23505	23208	23432	405278	410031	52950	48032	0	0	0	0	5000	5000	0	0	2365	2472	1584	1695	5000	5000	5000	4990	13	11	16	15	63	56	0	0
915	baseline	3	24068	23069	23298	22774	406378	412741	51256	46416	0	0	0	0	5000	5000	0	0	2430	2434	1587	1591	5000	5000	5000	4990	12	11	16	15	60	65	0	0
916	baseline	1	14601	14466	10561	10721	440844	445836	38994	33977	0	0	0	0	4998	5000	2	0	2216	2191	1231	1258	4998	5000	5000	4990	9	8	11	10	38	36	0	0
916	baseline	2	14576	14722	10816	10815	441999	445884	37609	33579	0	0	0	0	4998	5000	2	0	2134	2259	1233	1294	4998	5000	5000	4990	9	8	10	10	39	32	0	0
916	baseline	3	14735	14473	10845	10747	440630	445175	38790	34605	0	0	0	0	4999	5000	1	0	2213	2197	1242	1282	4999	5000	5000	4990	9	8	11	10	42	39	0	0
917	baseline	1	9206	9339	95954	93496	368515	373730	31325	28435	0	0	38	40	4962	4960	0	0	2113	2065	3809	3813	4962	4960	5000	4990	7	6	11	11	100	100	0	0
917	baseline	2	9411	9239	94851	93005	371241	375617	29497	27139	0	0	37	38	4963	4962	0	0	2011	2158	3779	3781	4963	4962	5000	4990	7	6	11	10	100	99	0	0
917	baseline	3	9358	9128	95285	95260	372457	375493	27900	25119	0	0	44	39	4956	4961	0	0	2056	2126	3827	3834	4956	4961	5000	4990	6	6	10	10	100	100	0	0
918	baseline	1	5791	5796	44862	43895	432004	435148	22343	20161	0	0	0	1	5000	4999	0	0	1950	1889	3550	3513	5000	4999	5000	4990	5	4	7	7	76	70	0	0
918	baseline	2	5929	5788	43988	44702	433540	434492	21543	20018	0	0	0	0	5000	5000	0	0	1860	1969	3510	3542	5000	5000	5000	4990	5	4	7	7	89	90	0	0
918	baseline	3	5893	5932	44706	45485	434301	435423	20100	18160	0	0	0	1	5000	4999	0	0	1895	2078	3523	3590	5000	4999	5000	4990	4	4	7	6	71	75	0	0
919	baseline	1	32919	33568	20651	20733	381180	387613	70250	63086	0	0	0	0	5000	5000	0	0	2521	2598	1224	1233	5000	5000	5000	4990	17	15	20	18	79	82	0	0
919	baseline	2	33261	33882	20879	20472	388326	394358	62534	56288	0	0	0	0	5000	5000	0	0	2490	2663	1179	1257	5000	5000	5000	4990	15	14	18	17	82	90	0	0
919	baseline	3	34341	33010	20790	20218	386711	395217	63158	56555	0	0	0	0	5000	5000	0	0	2571	2559	1192	1216	5000	5000	5000	4990	15	14	19	18	88	74	0	0
920	baseline	1	20766	21423	74868	71967	370409	377366	38957	34244	0	0	12	8	4988	4992	0	0	2782	2803	3000	2917	4988	4992	5000	4990	9	8	15	15	98	100	0	0
920	baseline	2	21475	21087	74188	73409	373194	378590	36143	31914	0	0	12	8	4988	4992	0	0	2745	2775	2973	2943	4988	4992	5000	4990	9	8	15	14	100	100	0	0
920	baseline	3	21300	21351	74144	74169	374648	378207	34908	31273	0	0	11	17	4989	4983	0	0	2743	2795	2976	2996	4989	4983	5000	4990	9	8	14	13	99	98	0	0
921	baseline	1	13242	13426	34323	34109	419634	424047	37801	33418	0	0	0	0	5000	5000	0	0	2216	2237	2565	2507	5000	5000	5000	4990	9	8	12	11	74	63	0	0
921	baseline	2	13606	13197	34629	33941	421743	426457	35022	31405	0	0	0	0	5000	5000	0	0	2236	2325	2554	2612	5000	5000	5000	4990	8	7	11	11	87	58	0	0
921	baseline	3	13610	13415	35176	33966	421644	426262	34570	31357	0	0	0	0	5000	5000	0	0	2290	2295	2597	2569	5000	5000	5000	4990	8	7	11	10	62	73	0	0
922	baseline	1	8510	8533	15865	15852	452876	455864	27749	24751	0	0	0	0	5000	5000	0	0	2053	1998	2142	2125	5000	5000	5000	4990	6	6	8	7	38	39	0	0
922	baseline	2	8505	8367	16003	15918	453281	455900	27211	24815	0	0	0	0	5000	5000	0	0	2053	2018	2132	2231	5000	5000	5000	4990	6	6	8	7	34	36	0	0
922	baseline	3	8595	8403	16233	15686	454640	457786	25532	23125	0	0	0	0	5000	5000	0	0	2094	2155	2157	2152	5000	5000	5000	4990	6	5	8	7	36	38	0	0
923	baseline	1	5261	5339	57204	57592	413587	415750	28948	26319	0	0	1	1	4999	4999	0	0	1541	1523	3663	3772	4999	4999	5000	4990	6	6	9	8	97	92	0	0
923	baseline	2	5350	5398	57440	56226	415030	418728	27180	24648	0	0	2	1	4998	4999	0	0	1560	1581	3686	3752	4998	4999	5000	4990	6	5	8	8	98	100	0	0
923	baseline	3	5311	5383	57310	57682	416368	418304	26011	23631	0	0	2	2	4998	4998	0	0	1501	1661	3760	3743	4998	4998	5000	4990	6	5	8	8	85	96	0	0
924	baseline	1	47937	47639	26321	26692	377356	384813	53386	45856	1	0	0	1	4999	4999	0	0	3184	3171	1274	1275	4999	4999	5000	4990	13	12	18	16	97	99	0	0
924	baseline	2	48203	48165	27010	26582	378287	384767	51500	45486	0	0	0	2	5000	4998	0	0	3172	3245	1233	1330	5000	4998	5000	4990	13	12	17	16	96	85	0	0
924	baseline	3	48215	48716	26805	26751	379202	384150	50778	45383	1	0	0	1	4999	4999	0	0	3181	3253	1231	1245	4999	4999	5000	4990	13	12	18	18	100	96	0	0
925	baseline	1	29414	30319	12388	12494	407017	412590	56181	49597	0	0	0	0	4998	5000	2	0	2485	2525	910	880	4998	5000	5000	4990	13	12	16	14	63	56	0	0
925	baseline	2	30747	30291	12507	12144	403035	409843	58711	52722	0	0	0	0	4998	4999	2	1	2481	2578	886	903	4998	4999	5000	4990	14	13	16	15	70	70	0	0
925	baseline	3	30721	29898	12434	12494	405880	413136	55965	49472	0	0	0	0	4999	5000	1	0	2539	2524	851	887	4999	5000	5000	4990	14	13	15	14	59	66	0	0
926	baseline	1	19122	19103	86921	88249	367228	369691	31729	27957	0	0	27	35	4973	4965	0	0	2860	2881	3194	3152	4973	4965	5000	4990	7	7	13	13	99	100	0	0
926	baseline	2	19413	18546	87445	85731	367705	372964	30437	27759	0	0	26	31	4974	4969	0	0	2870	2918	3200	3301	4974	4969	5000	4990	7	7	13	13	100	100	0	0
926	baseline	3	19120	19152	87973	86580	369305	373361	28602	25907	0	0	35	26	4965	4974	0	0	2863	2894	3236	3257	4965	4974	5000	4990	7	6	13	12	100	100	0	0
927	baseline	1	11914	12084	41083	41343	409601	413309	42402	38264	0	0	0	0	5000	5000	0	0	1962	2033	2761	2814	5000	5000	5000	4990	9	9	13	12	93	70	0	0
927	baseline	2	12193	11977	41080	40389	412262	416762	39465	35872	0	0	0	0	5000	5000	0	0	1980	2064	2741	2789	5000	5000	5000	4990	9	8	13	11	89	90	0	0
