point_id	scenario	seed	final_E_adult	final_E_child	final_I_adult	final_I_child	final_R_adult	final_R_child	final_S_adult	final_S_child	integral_E_adult	integral_E_child	integral_I_adult	integral_I_child	integral_R_adult	integral_R_child	integral_S_adult	integral_S_child	peak_E_adult	peak_E_child	peak_I_adult	peak_I_child	peak_R_adult	peak_R_child	peak_S_adult	peak_S_child	tpeak_E_adult	tpeak_E_child	tpeak_I_adult	tpeak_I_child	tpeak_R_adult	tpeak_R_child	tpeak_S_adult	tpeak_S_child
4769	baseline	3	0	0	0	0	4900	4969	100	31	5961	6047	10526	10749	432886	443655	55627	44549	967	1057	1323	1418	4900	4969	5000	4990	10	9	11	10	34	34	0	0
4770	baseline	1	0	0	34	38	4966	4962	0	0	4999	5014	96279	94347	381588	385576	22134	20063	1716	1816	4149	4163	4966	4962	5000	4990	5	4	7	7	100	99	0	0
4770	baseline	2	0	0	28	36	4972	4964	0	0	5143	5001	94065	95224	384485	385027	21307	19748	1634	1871	4123	4203	4972	4964	5000	4990	5	4	7	7	100	100	0	0
4770	baseline	3	0	0	38	24	4962	4976	0	0	5098	5114	95912	93726	384010	388033	19980	18127	1781	1898	4208	4140	4962	4976	5000	4990	4	4	7	7	100	100	0	0
4771	baseline	1	2	0	9	7	4989	4993	0	0	49206	48999	44157	44567	312702	323335	98935	88099	2515	2542	1567	1559	4989	4993	5000	4990	23	22	31	28	99	99	0	0
4771	baseline	2	1	0	5	6	4994	4994	0	0	49766	50130	44627	43975	314537	324399	96070	86496	2493	2625	1540	1593	4994	4994	5000	4990	24	22	30	27	99	100	0	0
4771	baseline	3	2	1	8	8	4990	4991	0	0	51318	50220	44317	44126	316432	327232	92933	83422	2567	2621	1495	1560	4990	4991	5000	4990	23	22	30	28	100	99	0	0
4772	baseline	1	0	0	0	0	5000	5000	0	0	41081	41566	20421	20706	382604	387890	60894	54838	2879	2910	1121	1124	5000	5000	5000	4990	15	14	18	18	98	84	0	0
4772	baseline	2	0	0	0	0	5000	5000	0	0	41770	42581	20556	20440	384822	390707	57852	51272	2810	2954	1123	1124	5000	5000	5000	4990	15	13	17	17	86	94	0	0
4772	baseline	3	0	1	0	0	5000	4999	0	0	42277	42115	20678	20380	385041	391670	57004	50835	2870	2967	1090	1091	5000	4999	5000	4990	14	13	18	18	92	81	0	0
4773	baseline	1	0	0	21	23	4979	4977	0	0	34177	34846	73752	73596	331441	338116	65630	58442	2705	2790	2523	2454	4979	4977	5000	4990	16	14	23	22	100	100	0	0
4773	baseline	2	0	0	22	15	4978	4985	0	0	35483	34498	73661	72838	338011	346134	57845	51530	2732	2808	2431	2498	4978	4985	5000	4990	15	13	22	20	100	100	0	0
4773	baseline	3	0	0	25	24	4975	4976	0	0	36066	35195	72645	74865	338053	343332	58236	51608	2768	2806	2392	2465	4975	4976	5000	4990	15	13	22	21	100	100	0	0
4774	baseline	1	0	0	0	0	5000	5000	0	0	28878	29553	34098	34030	405330	409904	36694	31513	3126	3182	1910	1899	5000	5000	5000	4990	9	8	14	12	76	78	0	0
4774	baseline	2	0	0	0	0	5000	5000	0	0	29470	29091	34562	33556	405275	410940	35693	31413	3125	3141	1914	1934	5000	5000	5000	4990	9	8	14	12	89	90	0	0
4774	baseline	3	0	0	0	0	5000	5000	0	0	29650	29422	34488	34411	405899	409767	34963	31400	3162	3188	1958	1903	5000	5000	5000	4990	9	8	13	13	72	73	0	0
4775	baseline	1	0	0	0	0	4932	4986	68	14	24300	24099	15646	15820	356446	372704	108608	92377	1561	1635	863	924	4932	4986	5000	4990	23	21	26	23	86	67	0	0
4775	baseline	2	0	0	0	0	4947	4981	53	19	24524	23749	15868	15967	359238	372636	105370	92648	1539	1591	867	972	4947	4981	5000	4990	23	21	26	24	90	90	0	0
4775	baseline	3	0	0	0	0	4931	4987	69	13	24660	24547	15776	16197	363322	377560	101242	86696	1570	1677	878	962	4931	4987	5000	4990	22	20	25	23	79	66	0	0
4776	baseline	1	0	0	1	2	4999	4998	0	0	20403	20783	57629	56262	382341	387996	44627	39959	2532	2539	2719	2657	4999	4998	5000	4990	11	10	15	15	99	96	0	0
4776	baseline	2	0	0	3	0	4997	5000	0	0	20711	20414	56868	57316	387018	391292	40403	35978	2561	2657	2699	2756	4997	5000	5000	4990	10	9	15	14	98	100	0	0
4776	baseline	3	0	0	3	2	4997	4998	0	0	20800	20443	57299	56755	387312	392283	39589	35519	2571	2663	2711	2753	4997	4998	5000	4990	10	9	15	13	90	96	0	0
4777	baseline	1	0	0	0	0	5000	5000	0	0	16979	17076	26339	26833	402044	407300	59638	53791	2009	2033	1906	1934	5000	5000	5000	4990	13	13	17	16	71	65	0	0
4777	baseline	2	0	0	0	0	5000	5000	0	0	17484	17422	26270	26673	406770	411833	54476	49072	1966	2066	1845	1989	5000	5000	5000	4990	13	11	15	15	55	54	0	0
4777	baseline	3	0	0	0	0	5000	5000	0	0	17596	17331	26721	26721	405502	410339	55181	50609	2031	2078	1914	1956	5000	5000	5000	4990	13	12	16	15	60	65	0	0
4778	baseline	1	0	0	0	0	5000	5000	0	0	14298	14541	12412	12319	445263	448280	33027	29860	2302	2463	1482	1462	5000	5000	5000	4990	7	7	9	8	37	34	0	0
4778	baseline	2	0	0	0	0	5000	5000	0	0	14319	14307	12445	12356	445994	448595	32242	29742	2306	2519	1447	1530	5000	5000	5000	4990	8	7	9	9	34	36	0	0
4778	baseline	3	0	0	0	0	5000	5000	0	0	14911	14421	12334	12261	446003	450174	31752	28144	2382	2471	1424	1444	5000	5000	5000	4990	7	7	10	8	41	38	0	0
4779	baseline	1	0	0	32	40	4968	4960	0	0	12114	11987	87186	86678	350816	356421	54884	49914	1770	1788	3409	3443	4968	4960	5000	4990	12	11	17	16	100	99	0	0
4779	baseline	2	0	0	29	35	4971	4965	0	0	12074	12050	85604	87005	358779	361944	48543	44001	1765	1847	3376	3501	4971	4965	5000	4990	11	10	16	15	100	100	0	0
4779	baseline	3	0	0	40	31	4960	4969	0	0	12193	12138	87416	86058	356605	361840	48786	44964	1781	1848	3461	3470	4960	4969	5000	4990	11	10	16	15	100	100	0	0
4780	baseline	1	0	0	0	0	5000	5000	0	0	9888	10103	41104	39934	424294	428096	29714	26867	2157	2272	3021	3017	5000	5000	5000	4990	7	6	10	9	74	65	0	0
4780	baseline	2	0	0	0	0	5000	5000	0	0	10299	10028	40333	40470	425422	427800	28946	26702	2119	2285	2951	3082	5000	5000	5000	4990	7	6	10	9	89	90	0	0
4780	baseline	3	0	0	0	0	5000	5000	0	0	10208	10038	40713	40901	426936	429499	27143	24562	2229	2232	3012	3048	5000	5000	5000	4990	6	6	9	8	69	88	0	0
4781	baseline	1	0	0	0	0	5000	5000	0	0	8404	8279	18633	18821	438681	442747	39282	35153	1584	1637	2113	2195	5000	5000	5000	4990	9	8	11	10	42	41	0	0
4781	baseline	2	0	0	0	0	4999	5000	1	0	8499	8258	18985	18955	441969	445817	35547	31970	1627	1746	2168	2268	4999	5000	5000	4990	8	7	10	9	43	47	0	0
4781	baseline	3	0	0	0	0	4999	5000	1	0	8729	8606	19119	18845	439897	444043	37255	33506	1674	1665	2162	2121	4999	5000	5000	4990	8	7	10	9	42	44	0	0
4782	baseline	1	0	0	4	3	4996	4997	0	0	6931	7115	68267	67485	409215	411787	20587	18613	2072	2382	3774	3768	4996	4997	5000	4990	4	4	7	7	96	100	0	0
4782	baseline	2	0	0	6	2	4994	4998	0	0	7124	6968	67549	67541	410190	412029	20137	18462	2155	2381	3750	3799	4994	4998	5000	4990	4	4	7	7	97	95	0	0
4782	baseline	3	0	0	2	7	4998	4993	0	0	7145	7138	67850	68248	411389	412719	18616	16895	2317	2308	3805	3752	4998	4993	5000	4990	4	4	7	7	94	100	0	0
4783	baseline	1	0	0	0	0	4999	5000	1	0	5925	5799	31724	31409	412305	418018	55046	49774	996	1022	2589	2688	4999	5000	5000	4990	11	11	14	13	63	61	0	0
4783	baseline	2	0	0	0	0	4999	4999	1	1	5862	5932	31442	31434	416168	421054	51528	46580	989	1027	2641	2656	4999	4999	5000	4990	11	10	14	13	62	62	0	0
4783	baseline	3	0	0	0	0	4999	4999	1	1	6141	5946	31651	31126	417524	422754	49684	45174	989	1056	2613	2672	4999	4999	5000	4990	11	10	13	12	69	61	0	0
4784	baseline	1	1	0	1	0	4998	5000	0	0	47862	47501	14393	14534	363304	372931	79441	70034	2633	2708	707	726	4998	5000	5000	4990	19	18	22	20	94	97	0	0
4784	baseline	2	1	1	2	0	4994	4999	3	0	48682	49552	14939	14558	365944	373104	75435	67786	2596	2757	691	750	4994	4999	5000	4990	19	17	21	21	92	97	0	0
4784	baseline	3	2	1	0	0	4998	4999	0	0	49023	48738	14612	14574	365372	374560	75993	67128	2673	2710	739	704	4998	4999	5000	4990	20	18	22	19	100	92	0	0
4785	baseline	1	0	0	5	6	4995	4994	0	0	41302	40964	51830	52330	333969	342472	77899	69234	2689	2709	1927	1876	4995	4994	5000	4990	19	17	25	24	100	94	0	0
4785	baseline	2	1	0	5	3	4994	4997	0	0	41462	41261	52375	52029	341262	347754	69901	63956	2667	2789	1924	1973	4994	4997	5000	4990	17	16	24	21	100	99	0	0
4785	baseline	3	1	0	5	4	4994	4996	0	0	41535	41691	53432	51931	338228	346827	71805	64551	2676	2758	1972	1895	4994	4996	5000	4990	18	17	23	23	98	99	0	0
4786	baseline	1	0	0	0	0	5000	5000	0	0	33934	34494	24319	24377	402092	407137	44655	38992	3067	3061	1456	1429	5000	5000	5000	4990	11	10	14	14	75	78	0	0
4786	baseline	2	0	0	0	0	5000	5000	0	0	35047	35101	24280	24377	404121	408828	41552	36694	3001	3083	1401	1443	5000	5000	5000	4990	10	9	14	13	82	90	0	0
4786	baseline	3	0	0	0	0	5000	5000	0	0	34833	33737	24605	24059	404050	409898	41512	37306	3071	3103	1438	1437	5000	5000	5000	4990	11	10	14	14	72	73	0	0
4787	baseline	1	0	0	0	0	4851	4951	149	49	28039	28413	11023	11216	340587	357801	125351	107570	1498	1616	582	585	4851	4951	5000	4990	25	24	27	25	99	78	0	0
4787	baseline	2	0	0	0	0	4861	4959	139	41	27707	28744	11032	11349	343561	361029	122700	103878	1519	1633	552	621	4861	4959	5000	4990	25	23	28	25	80	76	0	0
4787	baseline	3	0	0	0	0	4874	4964	126	36	28594	28807	11057	11104	350669	370617	114680	94472	1536	1653	559	610	4874	4964	5000	4990	24	22	25	23	76	82	0	0
4788	baseline	1	0	0	19	25	4981	4975	0	0	23835	24151	80769	79434	359172	364952	41224	36463	2822	2859	2945	2884	4981	4975	5000	4990	10	9	16	15	100	100	0	0
4788	baseline	2	0	0	19	25	4981	4975	0	0	24690	23762	79868	80419	362376	366981	38066	33838	2855	2819	2897	2947	4981	4975	5000	4990	9	8	16	15	99	100	0	0
4788	baseline	3	0	0	22	22	4978	4978	0	0	24445	24667	79486	80879	363434	365319	37635	34135	2799	2872	2863	2920	4978	4978	5000	4990	9	9	16	15	100	99	0	0
4789	baseline	1	0	0	0	0	5000	5000	0	0	20392	20281	37574	36922	393438	399521	53596	48276	2298	2312	2229	2174	5000	5000	5000	4990	13	12	17	16	93	70	0	0
4789	baseline	2	0	0	0	0	5000	5000	0	0	20337	20396	37613	36991	397008	402242	50042	45371	2312	2418	2211	2264	5000	5000	5000	4990	12	11	16	15	89	90	0	0
4789	baseline	3	0	0	0	0	5000	5000	0	0	20413	20261	37299	37292	398859	403614	48429	43833	2323	2412	2229	2233	5000	5000	5000	4990	12	11	16	15	71	88	0	0
4790	baseline	1	0	0	0	0	5000	5000	0	0	16653	17216	17363	17249	440860	443465	30124	27070	2746	2685	1727	1690	5000	5000	5000	4990	7	7	9	9	42	40	0	0
4790	baseline	2	0	0	0	0	5000	5000	0	0	17074	17491	17299	17400	440356	442411	30271	27698	2698	2775	1675	1758	5000	5000	5000	4990	7	7	9	9	43	43	0	0
4790	baseline	3	0	0	0	0	5000	5000	0	0	17061	16838	17413	17261	442079	445301	28447	25600	2748	2767	1689	1701	5000	5000	5000	4990	7	6	9	9	47	40	0	0
4791	baseline	1	0	0	4	3	4996	4997	0	0	14061	14393	61759	61780	366384	372456	62796	56371	1704	1772	2910	2930	4996	4997	5000	4990	14	13	19	17	97	100	0	0
4791	baseline	2	0	0	6	2	4994	4998	0	0	14285	14218	61881	61952	370428	375227	58406	53603	1699	1820	2887	3004	4994	4998	5000	4990	13	12	18	17	97	95	0	0
4791	baseline	3	0	0	5	6	4995	4994	0	0	14457	14284	62952	61419	370216	376938	57375	52359	1763	1807	2980	2958	4995	4994	5000	4990	13	12	18	16	96	97	0	0
4792	baseline	1	0	0	0	0	5000	5000	0	0	11646	11893	28728	29044	428917	432258	35709	31805	2139	2138	2484	2471	5000	5000	5000	4990	8	7	11	10	57	52	0	0
4792	baseline	2	0	0	0	0	5000	5000	0	0	12069	11934	29251	28514	430248	434444	33432	30108	2128	2277	2446	2519	5000	5000	5000	4990	8	7	10	10	63	54	0	0
4792	baseline	3	0	0	0	0	5000	5000	0	0	12122	12098	29230	28382	430257	434223	33391	30297	2188	2273	2458	2465	5000	5000	5000	4990	8	7	11	10	53	57	0	0
4793	baseline	1	0	0	0	0	4986	4998	14	2	9814	9828	13334	13171	428662	434858	53190	47143	1503	1520	1519	1527	4986	4998	5000	4990	11	10	13	12	44	35	0	0
4793	baseline	2	0	0	0	0	4981	4997	19	3	9827	9696	13559	13520	432792	438771	48822	43013	1407	1519	1469	1621	4981	4997	5000	4990	11	10	12	11	40	37	0	0
4793	baseline	3	0	0	0	0	4986	4999	14	1	10296	10002	13445	13319	433252	439778	48007	41901	1518	1552	1489	1522	4986	4999	5000	4990	10	9	12	11	40	38	0	0
4794	baseline	1	0	0	0	1	5000	4999	0	0	8408	8394	48107	46905	424588	428369	23897	21332	2327	2293	3351	3289	5000	4999	5000	4990	5	5	8	8	80	72	0	0
4794	baseline	2	0	0	0	0	5000	5000	0	0	8636	8390	47950	47935	425174	427368	23240	21307	2314	2329	3325	3322	5000	5000	5000	4990	5	5	8	8	92	94	0	0
4794	baseline	3	0	0	0	1	5000	4999	0	0	8450	8357	48005	47703	426997	429435	21548	19505	2306	2207	3363	3387	5000	4999	5000	4990	5	4	8	7	77	90	0	0
4795	baseline	1	0	0	0	0	5000	5000	0	0	6952	6837	21899	22539	427646	431712	48503	43912	1216	1237	2189	2362	5000	5000	5000	4990	10	9	13	12	53	46	0	0
4795	baseline	2	0	0	0	0	4999	4999	1	1	6945	7041	22432	22520	431009	435052	44614	40387	1224	1319	2283	2359	4999	4999	5000	4990	10	9	12	11	50	53	0	0
4795	baseline	3	0	0	0	0	4998	5000	2	0	7157	6973	22570	22306	431101	435131	44172	40590	1218	1357	2292	2349	4998	5000	5000	4990	10	9	12	11	48	56	0	0
4796	baseline	1	0	0	0	0	5000	4999	0	1	5904	5854	10338	10549	461424	463976	27334	24621	1596	1644	1884	1908	5000	4999	5000	4990	6	5	7	6	25	21	0	0
4796	baseline	2	0	0	0	0	4999	4999	1	1	5911	5937	10340	10431	462162	464303	26587	24329	1595	1731	1838	1944	4999	4999	5000	4990	6	5	7	6	22	22	0	0
4796	baseline	3	0	0	0	0	4999	5000	1	0	5991	5898	10450	10235	463168	465984	25391	22883	1553	1752	1893	1909	4999	5000	5000	4990	6	5	7	6	26	26	0	0
4797	baseline	1	0	0	90	88	4910	4912	0	0	46596	48851	91594	92456	300771	305717	66039	57976	3040	3145	2413	2409	4910	4912	5000	4990	16	15	27	24	100	100	0	0
4797	baseline	2	0	0	93	83	4907	4917	0	0	49506	48530	91731	90421	304577	312922	59186	53127	3097	3128	2358	2410	4907	4917	5000	4990	15	14	25	25	100	100	0	0
4797	baseline	3	2	1	102	81	4896	4918	0	0	49294	49386	92022	90138	304616	312733	59068	52743	3080	3173	2386	2349	4896	4918	5000	4990	15	14	23	23	100	100	0	0
4798	baseline	1	0	0	0	1	5000	4999	0	0	40835	39781	42828	42820	382894	389063	38443	33336	3416	3424	1864	1870	5000	4999	5000	4990	10	9	16	15	95	90	0	0
4798	baseline	2	0	0	2	0	4998	5000	0	0	40715	39915	43405	42764	383954	389490	36926	32831	3403	3388	1847	1880	4998	5000	5000	4990	9	9	15	14	96	98	0	0
4798	baseline	3	0	0	1	1	4999	4999	0	0	40306	40630	43518	43709	387493	390897	33683	29764	3443	3487	1908	1870	4999	4999	5000	4990	9	8	15	15	99	96	0	0
4799	baseline	1	0	0	2	1	4956	4989	42	10	34023	33590	19737	19907	323468	339593	127772	111910	1727	1794	900	935	4956	4989	5000	4990	27	26	31	29	95	88	0	0
4799	baseline	2	0	0	0	0	4966	4993	34	7	33749	33751	20223	19769	336459	351250	114569	100230	1715	1790	891	927	4966	4993	5000	4990	26	24	28	26	87	94	0	0
4799	baseline	3	0	0	1	0	4958	4994	41	6	34407	33666	19851	19957	333601	351157	117141	100220	1747	1822	880	967	4958	4994	5000	4990	27	24	31	28	99	100	0	0
4800	baseline	1	0	0	12	14	4988	4986	0	0	28349	28626	71432	70559	351735	357413	53484	48402	2749	2747	2637	2579	4988	4986	5000	4990	13	12	19	18	100	98	0	0
4800	baseline	2	0	0	13	10	4987	4990	0	0	28678	28745	72520	71053	354710	361206	49092	43996	2723	2825	2640	2624	4987	4990	5000	4990	12	11	18	19	100	100	0	0
4800	baseline	3	0	0	13	18	4987	4982	0	0	28740	28385	71663	71349	357131	362422	47466	42844	2729	2813	2643	2637	4987	4982	5000	4990	12	11	19	17	100	100	0	0
4801	baseline	1	0	0	0	0	5000	5000	0	0	23556	23963	33135	33620	378130	384365	70179	63052	2136	2250	1853	1875	5000	5000	5000	4990	16	15	21	18	77	78	0	0
4801	baseline	2	0	0	0	0	5000	5000	0	0	24083	23929	33237	33237	384914	391099	62766	56735	2154	2253	1833	1910	5000	5000	5000	4990	15	13	19	18	89	90	0	0
4801	baseline	3	0	0	0	0	5000	5000	0	0	24780	23935	33699	33126	383858	391039	62663	56900	2237	2214	1897	1835	5000	5000	5000	4990	15	14	19	18	71	88	0	0
4802	baseline	1	0	0	0	0	5000	5000	0	0	19448	20125	15558	15624	430570	434793	39424	34458	2574	2594	1424	1425	5000	5000	5000	4990	9	8	12	11	57	42	0	0
4802	baseline	2	0	0	0	0	5000	5000	0	0	20139	20199	15392	15390	432454	436664	37015	32747	2565	2647	1390	1469	5000	5000	5000	4990	9	8	11	10	45	48	0	0
4802	baseline	3	0	0	0	0	5000	5000	0	0	20214	20590	15422	15620	431443	434612	37921	34178	2575	2591	1403	1388	5000	5000	5000	4990	9	8	11	11	47	46	0	0
4803	baseline	1	0	0	1	2	4999	4998	0	0	16817	16611	55599	54300	368220	376075	64364	58014	1861	1858	2688	2686	4999	4998	5000	4990	15	13	20	18	99	96	0	0
4803	baseline	2	0	0	3	0	4997	5000	0	0	16733	16422	55287	55434	373074	378135	59906	55009	1854	1966	2699	2783	4997	5000	5000	4990	14	13	19	17	98	100	0	0
4803	baseline	3	0	0	2	3	4998	4997	0	0	17019	16688	55707	54274	371516	378398	60758	55640	1878	1977	2710	2732	4998	4997	5000	4990	14	13	19	17	97	98	0	0
4804	baseline	1	0	0	0	0	5000	5000	0	0	13878	13927	25980	25666	428421	432725	36721	32682	2225	2283	2240	2200	5000	5000	5000	4990	8	8	11	10	57	50	0	0
4804	baseline	2	0	0	0	0	5000	5000	0	0	14034	13949	25912	25554	429202	433189	35852	32308	2233	2299	2204	2235	5000	5000	5000	4990	8	8	11	10	52	55	0	0
4804	baseline	3	0	0	0	0	5000	5000	0	0	14086	14015	26031	25326	429719	433866	35164	31793	2347	2349	2250	2240	5000	5000	5000	4990	8	7	11	10	51	57	0	0
4805	baseline	1	0	0	0	0	4977	4997	23	3	11831	11323	11873	12037	422802	430301	58494	51339	1495	1566	1239	1334	4977	4997	5000	4990	12	11	14	13	39	37	0	0
4805	baseline	2	0	0	0	0	4981	4996	19	4	11679	11815	11929	11983	429931	435848	51461	45354	1537	1629	1221	1331	4981	4996	5000	4990	11	10	13	12	35	41	0	0
4805	baseline	3	0	0	0	0	4979	4994	21	6	11816	11708	12003	12146	430413	437128	50768	44018	1599	1655	1267	1355	4979	4994	5000	4990	11	10	13	12	39	37	0	0
4806	baseline	1	0	0	19	18	4981	4982	0	0	9761	9935	84600	84482	386025	388664	24614	21919	2349	2499	3689	3698	4981	4982	5000	4990	5	5	9	9	98	100	0	0
4806	baseline	2	0	0	18	19	4982	4981	0	0	9984	9563	83666	83075	387569	390638	23781	21724	2401	2530	3664	3789	4982	4981	5000	4990	5	5	9	9	99	99	0	0
4806	baseline	3	0	0	20	18	4980	4982	0	0	9924	10059	85291	84316	387646	390524	22139	20101	2485	2460	3731	3686	4980	4982	5000	4990	5	5	9	9	100	97	0	0
4807	baseline	1	0	0	0	0	5000	4999	0	1	8220	8140	39635	38869	398981	405078	58164	52913	1225	1232	2759	2774	5000	4999	5000	4990	13	11	16	15	80	72	0	0
4807	baseline	2	0	0	0	0	4999	5000	1	0	8264	8192	39607	39141	403590	409281	53539	48386	1246	1308	2725	2836	4999	5000	5000	4990	12	11	15	14	94	73	0	0
4807	baseline	3	0	0	0	0	5000	5000	0	0	8436	8407	39366	39504	404722	409081	52476	48008	1235	1344	2699	2784	5000	5000	5000	4990	12	11	15	14	71	88	0	0
4808	baseline	1	0	0	0	0	5000	5000	0	0	6771	6801	18247	18465	448552	451363	31430	28371	1668	1694	2330	2424	5000	5000	5000	4990	7	6	9	8	39	42	0	0
4808	baseline	2	0	0	0	0	5000	5000	0	0	6860	6825	18380	18064	449418	452413	30342	27698	1579	1711	2320	2408	5000	5000	5000	4990	7	6	8	8	37	41	0	0
4808	baseline	3	0	0	0	0	5000	5000	0	0	7005	6951	18509	18552	449712	452458	29774	27039	1587	1713	2349	2376	5000	5000	5000	4990	7	6	8	8	38	44	0	0
4809	baseline	1	0	0	4	5	4996	4995	0	0	5762	5710	65400	65953	396060	398983	37778	34354	1353	1376	3642	3745	4996	4995	5000	4990	8	7	11	10	99	97	0	0
4809	baseline	2	0	0	6	2	4994	4998	0	0	5903	5704	66190	66013	398595	401967	34312	31316	1348	1442	3651	3739	4994	4998	5000	4990	7	7	10	10	97	95	0	0
4809	baseline	3	0	0	3	3	4997	4997	0	0	5790	5839	65671	66009	399619	402427	33920	30725	1360	1450	3702	3722	4997	4997	5000	4990	7	7	10	10	99	100	0	0
4810	baseline	1	0	0	0	0	5000	5000	0	0	47356	47188	29978	30411	378360	385203	49306	42198	3298	3303	1363	1388	5000	5000	5000	4990	12	11	18	17	93	88	0	0
4810	baseline	2	1	0	0	1	4999	4999	0	0	47338	47814	30715	30651	380892	385851	46055	40684	3233	3317	1396	1426	4999	4999	5000	4990	12	11	16	16	97	98	0	0
4810	baseline	3	0	0	1	1	4999	4999	0	0	48368	48152	30745	30696	379870	386054	46017	40098	3309	3345	1370	1390	4999	4999	5000	4990	12	11	17	16	100	100	0	0
4811	baseline	1	1	0	0	0	4956	4992	43	8	39157	38981	13957	14289	332816	348604	119070	103126	1895	1977	613	664	4956	4992	5000	4990	27	25	30	27	96	92	0	0
4811	baseline	2	0	0	0	0	4949	4989	51	11	39848	39491	14373	14040	336519	351563	114260	99906	1872	1961	624	638	4949	4989	5000	4990	26	24	28	26	94	99	0	0
4811	baseline	3	0	0	0	0	4952	4995	48	5	40183	40855	14099	14214	331036	344901	119682	105030	1860	2027	602	655	4952	4995	5000	4990	27	25	29	29	95	91	0	0
4812	baseline	1	0	0	1	0	4999	5000	0	0	32874	33720	50574	51162	373917	378494	47635	41624	2992	3047	2157	2146	4999	5000	5000	4990	11	10	17	17	96	100	0	0
4812	baseline	2	0	0	2	0	4998	5000	0	0	33823	33234	51065	50390	376304	382009	43808	39367	3035	3040	2123	2199	4998	5000	5000	4990	11	10	16	15	96	98	0	0
4812	baseline	3	0	0	2	3	4998	4997	0	0	34292	34200	51277	50994	376149	380784	43282	39022	3050	3113	2114	2123	4998	4997	5000	4990	11	10	18	17	90	98	0	0
4813	baseline	1	0	0	0	0	5000	5000	0	0	28032	27812	23733	24046	390330	397539	62905	55603	2459	2458	1499	1485	5000	5000	5000	4990	15	14	18	17	74	73	0	0
4813	baseline	2	0	0	0	0	5000	5000	0	0	27849	27842	24144	23619	394134	400603	58873	52936	2406	2489	1482	1534	5000	5000	5000	4990	14	13	18	16	78	65	0	0
4813	baseline	3	0	0	0	0	5000	5000	0	0	28225	28003	24033	23300	393703	400502	59039	53195	2423	2559	1438	1494	5000	5000	5000	4990	14	13	17	16	64	65	0	0
4814	baseline	1	0	0	0	0	5000	5000	0	0	23327	23521	10967	11094	433939	437926	36767	32459	2804	2827	1034	1052	5000	5000	5000	4990	9	8	11	10	46	57	0	0
4814	baseline	2	0	0	0	0	5000	5000	0	0	23680	23638	11025	11019	434899	438982	35396	31361	2726	2877	1039	1094	5000	5000	5000	4990	9	8	10	10	50	50	0	0
4814	baseline	3	0	0	0	0	5000	5000	0	0	23901	23368	11017	11092	434884	439088	35198	31452	2819	2879	1032	1094	5000	5000	5000	4990	9	8	11	10	49	54	0	0
4815	baseline	1	0	0	22	28	4978	4972	0	0	19566	19541	77397	77903	334299	340537	73738	67019	1895	1875	2890	2890	4978	4972	5000	4990	17	15	22	22	100	100	0	0
4815	baseline	2	0	0	22	22	4978	4978	0	0	20050	19456	78307	75547	338142	346435	68501	63562	1855	1979	2867	2970	4978	4978	5000	4990	16	15	22	21	99	100	0	0
4815	baseline	3	0	0	27	23	4973	4977	0	0	20258	19844	77517	78342	340174	346016	67051	60798	1904	1994	2901	2919	4973	4977	5000	4990	16	15	22	20	100	100	0	0
4816	baseline	1	0	0	0	0	5000	5000	0	0	16120	16439	36359	37022	410469	414295	42052	37244	2295	2374	2462	2459	5000	5000	5000	4990	10	9	13	12	76	78	0	0
4816	baseline	2	0	0	0	0	5000	5000	0	0	16637	16382	36090	36189	413008	417478	39265	34951	2309	2356	2391	2419	5000	5000	5000	4990	9	8	13	12	87	67	0	0
4816	baseline	3	0	0	0	0	5000	5000	0	0	16653	16847	36645	36085	411951	416064	39751	36004	2289	2410	2441	2369	5000	5000	5000	4990	9	9	13	12	69	73	0	0
4817	baseline	1	0	0	0	0	4994	4999	6	1	13870	13424	16727	16807	410953	418900	63450	55869	1656	1672	1476	1506	4994	4999	5000	4990	14	13	16	14	50	45	0	0
4817	baseline	2	0	0	0	0	4997	4998	3	2	13758	13888	16795	16951	416708	421865	57739	52296	1604	1716	1460	1571	4997	4998	5000	4990	13	12	16	14	54	42	0	0
4817	baseline	3	0	0	0	0	4993	5000	7	0	14011	13692	16957	16966	416532	422888	57500	51454	1705	1749	1529	1584	4993	5000	5000	4990	13	12	15	14	49	44	0	0
4818	baseline	1	0	0	1	2	4999	4998	0	0	11415	11724	60602	59731	404352	407966	28631	25579	2328	2496	3281	3257	4999	4998	5000	4990	6	6	10	10	99	96	0	0
4818	baseline	2	0	0	1	4	4999	4996	0	0	11748	11515	60284	59791	405444	408808	27524	24886	2406	2453	3269	3282	4999	4996	5000	4990	6	6	10	9	100	93	0	0
4818	baseline	3	0	0	2	3	4998	4997	0	0	11484	11431	60637	60451	407383	410139	25496	22979	2457	2507	3311	3395	4998	4997	5000	4990	6	5	10	9	90	96	0	0
4819	baseline	1	0	0	0	0	4999	5000	1	0	9671	9521	28031	28067	409042	414693	58256	52719	1406	1397	2282	2327	4999	5000	5000	4990	13	12	16	14	63	56	0	0
4819	baseline	2	0	0	0	0	4998	5000	2	0	9804	9709	27937	27972	414558	420081	52701	47238	1392	1456	2266	2374	4998	5000	5000	4990	12	11	15	13	59	62	0	0
4819	baseline	3	0	0	0	0	5000	5000	0	0	9754	9918	28209	28217	414851	419173	52186	47692	1385	1522	2279	2329	5000	5000	5000	4990	12	11	14	13	60	59	0	0
